raw_timestamp,relative_to_unix_epoch_timestamp,relative_to_video_first_frame_timestamp,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_projected_to_left_view_x,gaze_projected_to_left_view_y,gaze_projected_to_right_view_x,gaze_projected_to_right_view_y,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,left_projected_x,left_projected_y,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status,right_projected_x,right_projected_y,inter_pupillary_distance_in_mm,left_iris_diameter_in_mm,left_pupil_diameter_in_mm,left_pupil_iris_diameter_ratio,left_eye_openness,right_iris_diameter_in_mm,right_pupil_diameter_in_mm,right_pupil_iris_diameter_ratio,right_eye_openness
1000016115678360078,1726665392912472700,45437878,1.291807,11904,1.000000,2,0.044633,0.225982,0.973108,0.000000,0.000000,0.000000,0.449004,0.404237,-0.359049,0.404506,0.070797,0.225640,0.971635,-0.033938,0.000000,0.000000,0.051611,2,0.442112,0.404237,0.018377,0.226169,0.973915,0.033938,0.000000,0.000000,0.050500,2,-0.352105,0.404506,68.000000,13.220894,3.598924,0.272215,0.988848,13.020530,3.523980,0.270648,0.999834
1000016115683360812,1726665392917473500,50438612,1.259539,11905,1.000000,2,0.042699,0.226817,0.973001,0.000000,0.000000,0.000000,0.447273,0.405158,-0.360800,0.405428,0.069538,0.226475,0.971532,-0.033938,0.000000,0.000000,0.051637,2,0.440985,0.405158,0.015767,0.226996,0.973768,0.033938,0.000000,0.000000,0.050517,2,-0.354464,0.405428,68.000000,13.220894,3.601348,0.272398,0.989046,13.020530,3.526823,0.270866,0.999839
1000016115688361542,1726665392922474200,55439342,2.000000,11906,0.986832,2,0.044733,0.226814,0.972910,0.000000,0.000000,0.000000,0.449109,0.405177,-0.358956,0.405448,0.070241,0.226481,0.971480,-0.033938,0.000000,0.000000,0.051725,2,0.441622,0.405177,0.019137,0.227000,0.973707,0.033938,0.000000,0.000000,0.050539,2,-0.351413,0.405448,68.000000,13.220894,3.608521,0.272941,0.989214,13.020530,3.528823,0.271020,0.999844
1000016115693362269,1726665392927474900,60440069,2.000000,11907,0.978662,2,0.043926,0.226723,0.972968,0.000000,0.000000,0.000000,0.448379,0.405065,-0.359688,0.405335,0.069660,0.226390,0.971543,-0.033938,0.000000,0.000000,0.051765,2,0.441094,0.405065,0.018105,0.226905,0.973749,0.033938,0.000000,0.000000,0.050539,2,-0.352348,0.405335,68.000000,13.220894,3.613808,0.273341,0.989361,13.020530,3.530128,0.271120,0.999849
1000016115698362996,1726665392932475600,65440796,2.000000,11908,0.976012,2,0.044493,0.226824,0.972919,0.000000,0.000000,0.000000,0.448893,0.405186,-0.359173,0.405456,0.069274,0.226504,0.971544,-0.033938,0.000000,0.000000,0.051816,2,0.440747,0.405186,0.019630,0.227005,0.973696,0.033938,0.000000,0.000000,0.050550,2,-0.350966,0.405456,68.000000,13.220894,3.618140,0.273668,0.989403,13.020530,3.531507,0.271226,0.999854
1000016115703363721,1726665392937476400,70441521,2.000000,11909,0.997028,2,0.044241,0.226870,0.972920,0.000000,0.000000,0.000000,0.448666,0.405235,-0.359402,0.405506,0.068580,0.226558,0.971580,-0.033938,0.000000,0.000000,0.051869,2,0.440120,0.405235,0.019823,0.227048,0.973682,0.033938,0.000000,0.000000,0.050631,2,-0.350791,0.405506,68.000000,13.220894,3.622229,0.273978,0.989475,13.020530,3.535213,0.271511,0.999858
1000016115708364442,1726665392942477100,75442242,2.000000,11910,0.982522,2,0.046059,0.226621,0.972893,0.000000,0.000000,0.000000,0.450302,0.404974,-0.357755,0.405244,0.069392,0.226315,0.971579,-0.033938,0.000000,0.000000,0.051948,2,0.440850,0.404974,0.022650,0.226803,0.973677,0.033938,0.000000,0.000000,0.050677,2,-0.348231,0.405244,68.000000,13.220894,3.627244,0.274357,0.989499,13.020530,3.539219,0.271818,0.999863
1000016115713365160,1726665392947477800,80442960,1.235907,11911,0.955607,2,0.044070,0.228667,0.972507,0.000000,0.000000,0.000000,0.448542,0.407263,-0.359553,0.407537,0.071416,0.228305,0.970967,-0.033938,0.000000,0.000000,0.051977,2,0.442714,0.407263,0.016624,0.228858,0.973318,0.033938,0.000000,0.000000,0.050735,2,-0.353681,0.407537,68.000000,13.220894,3.631890,0.274708,0.989565,13.020530,3.544092,0.272193,0.999867
1000016115718365872,1726665392952478500,85443672,2.000000,11912,0.929779,2,0.041609,0.229282,0.972470,0.000000,0.000000,0.000000,0.446330,0.407931,-0.361783,0.408206,0.065742,0.228984,0.971208,-0.033938,0.000000,0.000000,0.052055,2,0.437587,0.407931,0.017402,0.229446,0.973166,0.033938,0.000000,0.000000,0.051158,2,-0.352974,0.408206,68.000000,13.220894,3.637835,0.275158,0.989675,13.020530,3.562842,0.273633,0.999871
1000016115723370042,1726665392957482700,90447842,2.000000,11913,0.921602,2,0.042206,0.229629,0.972363,0.000000,0.000000,0.000000,0.446876,0.408330,-0.361241,0.408606,0.067875,0.229304,0.970985,-0.033938,0.000000,0.000000,0.052116,2,0.439522,0.408330,0.016454,0.229803,0.973098,0.033938,0.000000,0.000000,0.051201,2,-0.353832,0.408606,68.000000,13.220894,3.643729,0.275604,0.989697,13.020530,3.572667,0.274387,0.999875
1000016115728374198,1726665392962486800,95451998,2.000000,11914,0.906646,2,0.043539,0.229922,0.972235,0.000000,0.000000,0.000000,0.448084,0.408676,-0.360032,0.408953,0.068943,0.229593,0.970842,-0.033938,0.000000,0.000000,0.052188,2,0.440494,0.408676,0.018050,0.230103,0.972999,0.033938,0.000000,0.000000,0.051210,2,-0.352385,0.408953,68.000000,13.220894,3.650111,0.276087,0.989774,13.020530,3.577261,0.274740,0.999879
1000016115733378338,1726665392967491000,100456138,2.000000,11915,0.917950,2,0.043233,0.229178,0.972424,0.000000,0.000000,0.000000,0.447794,0.407831,-0.360311,0.408106,0.068745,0.228850,0.971031,-0.033938,0.000000,0.000000,0.052259,2,0.440303,0.407831,0.017635,0.229357,0.973183,0.033938,0.000000,0.000000,0.051293,2,-0.352764,0.408106,68.000000,13.220894,3.652993,0.276305,0.989714,13.020530,3.580809,0.275013,0.999883
1000016115738382464,1726665392972495100,105460264,1.280102,11916,0.930255,2,0.042403,0.228664,0.972582,0.000000,0.000000,0.000000,0.447037,0.407241,-0.361065,0.407515,0.068813,0.228327,0.971150,-0.033938,0.000000,0.000000,0.052301,2,0.440357,0.407241,0.015903,0.228841,0.973334,0.033938,0.000000,0.000000,0.051284,2,-0.354334,0.407515,68.000000,13.220894,3.655258,0.276476,0.989826,13.020530,3.582587,0.275149,0.999886
1000016115743386577,1726665392977499200,110464377,2.000000,11917,0.925772,2,0.041551,0.227481,0.972896,0.000000,0.000000,0.000000,0.446248,0.405895,-0.361839,0.406167,0.067619,0.227157,0.971508,-0.033938,0.000000,0.000000,0.052362,2,0.439259,0.405895,0.015398,0.227651,0.973621,0.033938,0.000000,0.000000,0.051297,2,-0.354797,0.406167,68.000000,13.220894,3.659423,0.276791,0.989807,13.020530,3.582525,0.275144,0.999890
1000016115748390673,1726665392982503300,115468473,2.000000,11918,0.939859,2,0.041644,0.227438,0.972902,0.000000,0.000000,0.000000,0.446332,0.405848,-0.361755,0.406119,0.067605,0.227115,0.971519,-0.033938,0.000000,0.000000,0.052438,2,0.439245,0.405848,0.015598,0.227608,0.973628,0.033938,0.000000,0.000000,0.051328,2,-0.354615,0.406119,68.000000,13.220894,3.668162,0.277452,0.989949,13.020530,3.582517,0.275144,0.999893
1000016115753394754,1726665392987507400,120472554,2.000000,11919,0.929269,2,0.043338,0.226973,0.972936,0.000000,0.000000,0.000000,0.447852,0.405341,-0.360221,0.405612,0.068531,0.226652,0.971562,-0.033938,0.000000,0.000000,0.052586,2,0.440076,0.405341,0.018062,0.227150,0.973692,0.033938,0.000000,0.000000,0.051349,2,-0.352386,0.405612,68.000000,13.220894,3.684201,0.278665,0.990137,13.020530,3.582495,0.275142,0.999896
1000016115758398822,1726665392992511500,125476622,2.000000,11920,0.926768,2,0.044107,0.226624,0.972983,0.000000,0.000000,0.000000,0.448541,0.404956,-0.359524,0.405226,0.068645,0.226310,0.971633,-0.033938,0.000000,0.000000,0.052674,2,0.440175,0.404956,0.019488,0.226802,0.973746,0.033938,0.000000,0.000000,0.051391,2,-0.351095,0.405226,68.000000,13.220894,3.696270,0.279578,0.990136,13.020530,3.582501,0.275142,0.999900
1000016115763399523,1726665392997512200,130477323,2.000000,11921,0.912656,2,0.043183,0.226271,0.973107,0.000000,0.000000,0.000000,0.447701,0.404547,-0.360362,0.404816,0.069013,0.225942,0.971693,-0.033938,0.000000,0.000000,0.052707,2,0.440502,0.404547,0.017265,0.226449,0.973870,0.033938,0.000000,0.000000,0.051456,2,-0.353110,0.404816,68.000000,13.220894,3.702288,0.280033,0.990208,13.020530,3.583265,0.275201,0.999903
1000016115768400301,1726665393002513000,135478101,2.000000,11922,0.890443,2,0.042235,0.224777,0.973494,0.000000,0.000000,0.000000,0.446822,0.402852,-0.361224,0.403118,0.064922,0.224503,0.972308,-0.033938,0.000000,0.000000,0.052807,2,0.436782,0.402852,0.019482,0.224935,0.974179,0.033938,0.000000,0.000000,0.051482,2,-0.351109,0.403118,68.000000,13.220894,3.704057,0.280167,0.990206,13.020530,3.584071,0.275263,0.999906
1000016115773401078,1726665393007513700,140478878,2.000000,11923,0.894784,2,0.041873,0.225423,0.973361,0.000000,0.000000,0.000000,0.446505,0.403576,-0.361551,0.403843,0.065976,0.225129,0.972093,-0.033938,0.000000,0.000000,0.052837,2,0.437743,0.403576,0.017697,0.225585,0.974063,0.033938,0.000000,0.000000,0.051492,2,-0.352722,0.403843,68.000000,13.220894,3.705171,0.280251,0.990228,13.020530,3.585713,0.275389,0.999909
1000016115778401853,1726665393012514500,145479653,2.000000,11924,0.887181,2,0.044411,0.226115,0.973088,0.000000,0.000000,0.000000,0.448807,0.404384,-0.359250,0.404653,0.065328,0.225855,0.971968,-0.033938,0.000000,0.000000,0.052895,2,0.437168,0.404384,0.023436,0.226276,0.973781,0.033938,0.000000,0.000000,0.051546,2,-0.347523,0.404653,68.000000,13.220894,3.706727,0.280369,0.990124,13.020530,3.587141,0.275499,0.999911
1000016115783402626,1726665393017515300,150480426,2.000000,11925,0.876467,2,0.045229,0.223520,0.973649,0.000000,0.000000,0.000000,0.449501,0.401468,-0.358515,0.401732,0.065312,0.223271,0.972566,-0.033938,0.000000,0.000000,0.052937,2,0.437117,0.401468,0.025091,0.223678,0.974340,0.033938,0.000000,0.000000,0.051788,2,-0.346038,0.401732,68.000000,13.220894,3.720651,0.281422,0.990493,13.020530,3.587758,0.275546,0.999914
1000016115788403396,1726665393022516000,155481196,2.000000,11926,0.257734,2,0.012053,0.195454,0.980639,0.000000,0.000000,0.000000,0.419396,0.369951,-0.388409,0.370155,0.022234,0.195420,0.980468,-0.033938,0.000000,0.000000,0.053446,2,0.398205,0.369951,0.001868,0.195468,0.980708,0.033938,0.000000,0.000000,0.052990,2,-0.367058,0.370155,68.000000,13.220894,3.732173,0.282294,0.990758,13.020530,3.664327,0.281427,0.999917
1000016115793404165,1726665393027516800,160481965,2.000000,11927,0.000000,2,-0.016078,0.163904,0.986345,0.000000,0.000000,0.000000,0.394206,0.335428,-0.413436,0.335569,-0.005987,0.163922,0.986455,-0.033938,0.000000,0.000000,0.054128,2,0.373056,0.335428,-0.026166,0.163869,0.986135,0.033938,0.000000,0.000000,0.052102,2,-0.392126,0.335569,68.000000,13.220894,3.781823,0.286049,0.990667,13.020530,3.662516,0.281288,0.999919
1000016115798404932,1726665393032517600,165482732,2.000000,11928,0.000000,2,-0.037708,0.146193,0.988537,0.000000,0.000000,0.000000,0.375029,0.316381,-0.432624,0.316486,-0.019479,0.146269,0.989053,-0.033938,0.000000,0.000000,0.055662,2,0.361136,0.316381,-0.055900,0.146068,0.987694,0.033938,0.000000,0.000000,0.052054,2,-0.418626,0.316486,68.000000,13.220894,3.864765,0.292323,0.990497,13.020530,3.682957,0.282858,0.999922
1000016115803405699,1726665393037518300,170483499,2.000000,11929,0.000000,2,-0.057243,0.134342,0.989280,0.000000,0.000000,0.000000,0.357755,0.303787,-0.449982,0.303868,-0.040779,0.134451,0.990081,-0.033938,0.000000,0.000000,0.055374,2,0.342332,0.303787,-0.073661,0.134197,0.988213,0.033938,0.000000,0.000000,0.051177,2,-0.434442,0.303868,68.000000,13.220894,3.867517,0.292531,0.990262,13.020530,3.666775,0.281615,0.999924
1000016115808406462,1726665393042519100,175484262,2.000000,11930,0.000000,2,-0.078630,0.131008,0.988258,0.000000,0.000000,0.000000,0.338801,0.300418,-0.469142,0.300493,-0.064248,0.131143,0.989279,-0.033938,0.000000,0.000000,0.055650,2,0.321547,0.300418,-0.092963,0.130845,0.987035,0.033938,0.000000,0.000000,0.052017,2,-0.451759,0.300493,68.000000,13.220894,3.867036,0.292494,0.988903,13.020530,3.668180,0.281723,0.999686
1000016115813407222,1726665393047519900,180485022,2.000000,11931,0.000000,2,-0.087592,0.125439,0.988227,0.000000,0.000000,0.000000,0.330865,0.294552,-0.477139,0.294617,-0.063518,0.125669,0.990037,-0.033938,0.000000,0.000000,0.055571,2,0.322236,0.294552,-0.111517,0.125137,0.985852,0.033938,0.000000,0.000000,0.050600,2,-0.468448,0.294617,68.000000,13.220894,3.867201,0.292507,0.988262,13.020530,3.634105,0.279106,0.999110
1000016115818407979,1726665393052520600,185485779,2.000000,11932,0.000000,2,-0.083577,0.127122,0.988360,0.000000,0.000000,0.000000,0.334426,0.296309,-0.473543,0.296377,-0.059913,0.127339,0.990048,-0.033938,0.000000,0.000000,0.055623,2,0.325423,0.296309,-0.107100,0.126835,0.986125,0.033938,0.000000,0.000000,0.050644,2,-0.464472,0.296377,68.000000,13.220894,3.868570,0.292610,0.987729,13.020530,3.621791,0.278160,0.998457
1000016115823408730,1726665393057521400,190486530,2.000000,11933,0.000000,2,-0.079168,0.128839,0.988500,0.000000,0.000000,0.000000,0.338334,0.298098,-0.469597,0.298170,-0.055714,0.129043,0.990073,-0.033938,0.000000,0.000000,0.055658,2,0.329134,0.298098,-0.102492,0.128564,0.986391,0.033938,0.000000,0.000000,0.050900,2,-0.460328,0.298170,68.000000,13.220894,3.870996,0.292794,0.987233,13.020530,3.619120,0.277955,0.997802
1000016115828409478,1726665393062522100,195487278,2.000000,11934,0.000000,2,-0.072714,0.133824,0.988334,0.000000,0.000000,0.000000,0.344041,0.303376,-0.463858,0.303457,-0.054006,0.133984,0.989511,-0.033938,0.000000,0.000000,0.055632,2,0.330617,0.303376,-0.091346,0.133619,0.986814,0.033938,0.000000,0.000000,0.051837,2,-0.450333,0.303457,68.000000,13.220894,3.873007,0.292946,0.987011,13.020530,3.621264,0.278120,0.997179
1000016115833410222,1726665393067522900,200488022,2.000000,11935,0.000000,2,-0.070940,0.134768,0.988334,0.000000,0.000000,0.000000,0.345611,0.304371,-0.462276,0.304454,-0.053283,0.134917,0.989423,-0.033938,0.000000,0.000000,0.055633,2,0.331251,0.304371,-0.088530,0.134578,0.986940,0.033938,0.000000,0.000000,0.051982,2,-0.447807,0.304454,68.000000,13.220894,3.874754,0.293078,0.986101,13.020530,3.621705,0.278153,0.996468
1000016115838410966,1726665393072523600,205488766,2.000000,11936,0.000000,2,-0.070331,0.134640,0.988395,0.000000,0.000000,0.000000,0.346152,0.304227,-0.461726,0.304310,-0.053623,0.134780,0.989424,-0.033938,0.000000,0.000000,0.055602,2,0.330951,0.304227,-0.086979,0.134463,0.987094,0.033938,0.000000,0.000000,0.052004,2,-0.446410,0.304310,68.000000,13.220894,3.875916,0.293166,0.983965,13.020530,3.622089,0.278183,0.995931
1000016115843411706,1726665393077524400,210489506,2.000000,11937,0.000000,2,-0.073355,0.133844,0.988284,0.000000,0.000000,0.000000,0.343472,0.303405,-0.464434,0.303486,-0.055575,0.133999,0.989422,-0.033938,0.000000,0.000000,0.055603,2,0.329224,0.303405,-0.091065,0.133648,0.986836,0.033938,0.000000,0.000000,0.052000,2,-0.450080,0.303486,68.000000,13.220894,3.876642,0.293221,0.981288,13.020530,3.622751,0.278234,0.994792
1000016115848415905,1726665393082528600,215493705,2.000000,11938,0.000000,2,-0.073298,0.132823,0.988426,0.000000,0.000000,0.000000,0.343527,0.302308,-0.464370,0.302387,-0.055241,0.132978,0.989578,-0.033938,0.000000,0.000000,0.055642,2,0.329528,0.302308,-0.091284,0.132625,0.986954,0.033938,0.000000,0.000000,0.052014,2,-0.450265,0.302387,68.000000,13.220894,3.877751,0.293305,0.978837,13.020530,3.623761,0.278311,0.994190
1000016115853420089,1726665393087532700,220497889,2.000000,11939,0.000000,2,-0.073074,0.132795,0.988446,0.000000,0.000000,0.000000,0.343726,0.302276,-0.464168,0.302355,-0.056385,0.132940,0.989519,-0.033938,0.000000,0.000000,0.055731,2,0.328513,0.302276,-0.089702,0.132615,0.987100,0.033938,0.000000,0.000000,0.051998,2,-0.448841,0.302355,68.000000,13.220894,3.879866,0.293465,0.976256,13.020530,3.625320,0.278431,0.993709
1000016115858424261,1726665393092536900,225502061,2.000000,11940,0.000000,2,-0.073578,0.132086,0.988504,0.000000,0.000000,0.000000,0.343282,0.301520,-0.464612,0.301597,-0.056902,0.132230,0.989584,-0.033938,0.000000,0.000000,0.055854,2,0.328060,0.301520,-0.090193,0.131905,0.987151,0.033938,0.000000,0.000000,0.052018,2,-0.449275,0.301597,68.000000,13.220894,3.883763,0.293760,0.974145,13.020530,3.628438,0.278671,0.993159
1000016115863428419,1726665393097541100,230506219,2.000000,11941,0.000000,2,-0.075588,0.131422,0.988441,0.000000,0.000000,0.000000,0.341501,0.300829,-0.466410,0.300906,-0.057805,0.131579,0.989619,-0.033938,0.000000,0.000000,0.056016,2,0.327263,0.300829,-0.093299,0.131224,0.986953,0.033938,0.000000,0.000000,0.052038,2,-0.452065,0.300906,68.000000,13.220894,3.888766,0.294138,0.972286,13.020530,3.632234,0.278962,0.992690
1000016115868432562,1726665393102545200,235510362,2.000000,11942,0.000000,2,-0.076245,0.130836,0.988468,0.000000,0.000000,0.000000,0.340920,0.300207,-0.466994,0.300283,-0.058968,0.130989,0.989628,-0.033938,0.000000,0.000000,0.056090,2,0.326235,0.300207,-0.093453,0.130643,0.987015,0.033938,0.000000,0.000000,0.052078,2,-0.452198,0.300283,68.000000,13.220894,3.893003,0.294458,0.970703,13.020530,3.636212,0.279268,0.992441
1000016115873436691,1726665393107549300,240514491,2.000000,11943,0.000000,2,-0.079212,0.130725,0.988249,0.000000,0.000000,0.000000,0.338285,0.300121,-0.469662,0.300196,-0.059728,0.130903,0.989594,-0.033938,0.000000,0.000000,0.056238,2,0.325562,0.300121,-0.098605,0.130498,0.986533,0.033938,0.000000,0.000000,0.052159,2,-0.456842,0.300196,68.000000,13.220894,3.897469,0.294796,0.969144,13.020530,3.644197,0.279881,0.992090
1000016115878440806,1726665393112553500,245518606,2.000000,11944,0.000000,2,-0.076896,0.130565,0.988453,0.000000,0.000000,0.000000,0.340344,0.299924,-0.467575,0.299999,-0.057028,0.130740,0.989775,-0.033938,0.000000,0.000000,0.056264,2,0.327958,0.299924,-0.096672,0.130340,0.986745,0.033938,0.000000,0.000000,0.052191,2,-0.455096,0.299999,68.000000,13.220894,3.900855,0.295052,0.967757,13.020530,3.650809,0.280389,0.991909
1000016115883444906,1726665393117557600,250522706,2.000000,11945,0.000000,2,-0.075998,0.130660,0.988510,0.000000,0.000000,0.000000,0.341140,0.300017,-0.466770,0.300091,-0.056321,0.130831,0.989804,-0.033938,0.000000,0.000000,0.056312,2,0.328584,0.300017,-0.095587,0.130439,0.986838,0.033938,0.000000,0.000000,0.052267,2,-0.454119,0.300091,68.000000,13.220894,3.903751,0.295271,0.966532,13.020530,3.657627,0.280912,0.991729
1000016115888445586,1726665393122558200,255523386,2.000000,11946,0.000000,2,-0.075305,0.130222,0.988621,0.000000,0.000000,0.000000,0.341758,0.299540,-0.466140,0.299614,-0.056005,0.130388,0.989880,-0.033938,0.000000,0.000000,0.056351,2,0.328868,0.299540,-0.094520,0.130009,0.986997,0.033938,0.000000,0.000000,0.052309,2,-0.453152,0.299614,68.000000,13.220894,3.906520,0.295481,0.965445,13.020530,3.662543,0.281290,0.991669
1000016115893446264,1726665393127558900,260524064,2.000000,11947,0.000000,2,-0.075673,0.129999,0.988622,0.000000,0.000000,0.000000,0.341432,0.299305,-0.466469,0.299378,-0.057265,0.130159,0.989838,-0.033938,0.000000,0.000000,0.056382,2,0.327752,0.299305,-0.094005,0.129796,0.987075,0.033938,0.000000,0.000000,0.052333,2,-0.452685,0.299378,68.000000,13.220894,3.909146,0.295679,0.964736,13.020530,3.665846,0.281544,0.991565
1000016115898447054,1726665393132559700,265524854,2.000000,11948,0.272727,2,-0.075475,0.129848,0.988657,0.000000,0.000000,0.000000,0.341608,0.299140,-0.466289,0.299213,-0.057174,0.130006,0.989863,-0.033938,0.000000,0.000000,0.056400,2,0.327833,0.299140,-0.093700,0.129646,0.987123,0.033938,0.000000,0.000000,0.052340,2,-0.452409,0.299213,68.000000,13.220894,3.911059,0.295824,0.963886,13.020530,3.668074,0.281715,0.991594
1000016115903447871,1726665393137560500,270525671,2.000000,11949,0.570671,2,-0.075106,0.129113,0.988781,0.000000,0.000000,0.000000,0.341940,0.298349,-0.465948,0.298421,-0.056782,0.129270,0.989982,-0.033938,0.000000,0.000000,0.056421,2,0.328186,0.298349,-0.093355,0.128914,0.987252,0.033938,0.000000,0.000000,0.052360,2,-0.452091,0.298421,68.000000,13.220894,3.912585,0.295940,0.963340,13.020530,3.669722,0.281841,0.991326
1000016115908448684,1726665393142561300,275526484,2.000000,11950,0.700794,2,-0.075504,0.130505,0.988568,0.000000,0.000000,0.000000,0.341579,0.299845,-0.466323,0.299919,-0.057536,0.130661,0.989756,-0.033938,0.000000,0.000000,0.056443,2,0.327508,0.299845,-0.093400,0.130306,0.987065,0.033938,0.000000,0.000000,0.052387,2,-0.452146,0.299919,68.000000,13.220894,3.913929,0.296041,0.962731,13.020530,3.672031,0.282019,0.991247
